ID,label
1075875342,9
1075875343,5
1075875371,6
1075875373,9
1075875377,4
1075875385,5
1075875386,6
1075875388,6
1075875390,6
1075875391,8
1075875454,4
1075875510,2
1075875580,1
1075876034,2
1075876801,1
1075876967,3
1075876968,1
1075876969,3
1075876981,4
1075877086,6
1075877108,1
1075880539,1
1075880677,9
1075952679,3
1076085405,6
1076085407,3
1076085408,5
1076085409,6
1076085410,8
1076085439,2
1076085594,1
1076085595,2
1076085596,1
1076085679,1
1076085680,2
1076085782,7
1076085814,1
1076085883,1
1076086096,2
1076086097,3
1076086098,4
1076086099,4
1076086100,4
1076086101,4
1076086102,4
1076086103,6
1076086124,4
1076086125,4
1076086126,2
1076086943,2
1076087064,3
1076093806,2
1076100433,5
1076101053,1
1076101073,5
1076101074,4
1076101075,5
1076101077,6
1076101078,6
1076101268,3
1076101269,2
1076101270,2
1076101271,2
1076101803,3
1076101804,2
1076101921,5
1076101922,4
1076101924,5
1076102329,4
1076102331,2
1076102332,5
1076102333,4
1076102415,5
1076102416,6
1076102417,6
1076102518,9
1076102626,6
1076102795,4
1076102796,6
1076102797,5
1076102798,7
1076102800,7
1076102910,4
1076102911,3
1076102912,6
1076102980,8
1076103222,7
1076110251,10
1076110252,10
1076110326,8
1076110327,8
1076110488,10
1076110490,9
1076110491,6
1076110493,9
1076110513,6
1076114210,1
1076118435,4
1076118436,1
1076118757,3
1076118758,2
1076120531,1
1076120976,8
1076120979,9
1076121946,1
1076217126,3
1076224171,6
1076237952,1
1076237962,3
1076237984,9
1076237985,5
1076237988,9
1076237989,9
1076237990,10
1076237991,6
1076238378,4
1076238379,7
1076238773,6
1076239292,1
1076239325,9
1076239404,1
1076239439,7
1076240353,1
1076240360,1
1076240663,8
1076240678,7
1076240679,3
1076240699,2
1076240786,3
1076240787,1
1076240789,2
1076240864,4
1076240865,2
1076240866,3
1076240868,4
1076240869,4
1076240870,4
1076240872,5
1076240874,4
1076240875,4
1076241023,2
1076242184,4
1076242186,4
1076242187,3
1076242188,4
1076242189,2
1076242190,3
1076242191,3
1076242192,4
1076242193,3
1076242194,3
1076242219,3
1076242220,3
1076242221,2
1076242234,8
1076242235,6
1076242400,9
1076242473,2
1076242712,1
1076243060,7
1076243639,8
1076243645,4
1076243649,2
1076243650,6
1076243760,4
1076243765,1
1076244254,2
1076244266,3
1076257290,4
1076275961,3
1076275974,3
1076275983,5
1076275985,8
1076275986,7
1076275987,5
1076275991,5
1076275992,7
1076276534,1
1076277150,7
1076277249,8
1076277250,5
1076277310,4
1076277318,3
1076277562,7
1076277635,1
1076277670,4
1076277671,2
1076277710,5
1076278621,1
1076278622,4
1076278623,9
1076278624,5
1076278636,4
1076279619,7
1076279621,7
1076279638,4
1076279639,5
1076279640,4
1076279641,4
1076279654,5
1076279901,4
1076279907,4
1076280108,8
1076280109,3
1076280110,2
1076280111,4
1076280112,8
1076280113,2
1076280114,3
1076280115,5
1076280116,4
1076280117,2
1076280118,6
1076280119,4
1076280287,6
1076280288,3
1076280289,7
1076280290,5
1076280354,2
1076280400,6
1076280402,5
1076280403,4
1076280441,4
1076280442,8
1076280581,3
1076292939,3
1076302129,1
1076304940,6
1076304945,5
1076304949,6
1076304961,2
1076305168,1
1076306145,8
1076306147,8
1076306148,8
1076306149,8
1076306181,5
1076306182,6
1076306183,5
1076306184,6
1076306186,5
1076307504,7
1076307506,2
1076307508,7
1076307509,7
1076307510,7
1076307511,8
1076307512,7
1076307697,9
1076307698,2
1076307730,2
1076307972,1
1076307973,1
1076307975,1
1076307976,1
1076307978,1
1076307979,1
1076307981,2
1076307983,1
1076307984,1
1076307985,1
1076308090,1
1076308091,2
1076308238,4
1076308637,9
1076308638,8
1076308639,7
1076308640,5
1076308670,5
1076308719,6
1076308721,7
1076308724,5
1076308735,1
1076308814,2
1076308938,4
1076308941,1
1076308943,10
1076309127,10
1076309129,10
1076309130,5
1076309131,7
1076309132,9
1076309133,10
1076309134,8
1076309762,5
1076309763,3
1076309765,5
1076309766,6
1076309768,5
1076309865,9
1076309866,10
1076309872,7
1076309936,3
1076310202,3
1076310203,2
1076310204,1
1076310205,4
1076310206,5
1076310207,1
1076310208,8
1076310209,3
1076310210,3
1076310212,6
1076332364,7
1076332365,5
1076332385,2
1076332386,2
1076332401,3
1076332409,1
1076332410,1
1076332411,2
1076332412,2
1076332708,1
1076332720,4
1076332722,5
1076332723,3
1076332724,3
1076332725,3
1076332744,4
1076332745,5
1076332746,6
1076332759,1
1076332766,1
1076332790,3
1076332791,6
1076332792,1
1076332802,2
1076332810,1
1076332812,3
1076332816,1
1076332825,3
1076332826,3
1076332827,3
1076332828,3
1076332830,3
1076332831,3
1076332832,3
1076332833,3
1076332838,9
1076332840,9
1076332841,9
1076332851,9
1076339955,4
1076340388,1
1076340443,8
1076340471,9
1076340472,8
1076340473,2
1076340481,4
1076340484,8
1076340491,9
1076340496,7
1076340532,1
1076340538,3
1076340539,3
1076340540,3
1076340541,4
1076340542,3
1076340543,3
1076340544,2
1076340564,1
1076340634,3
1076340658,6
1076340678,2
1076340715,3
1076340723,5
1076340724,5
1076340726,7
1076340727,6
1076340728,6
1076340772,2
1076341082,2
1076341243,3
1076341244,6
1076341254,8
1076341287,1
1076341298,3
1076341299,3
1076341301,3
1076341302,3
1076341303,4
1076341304,2
1076341305,4
1076341306,3
1076341408,2
1076342162,2
1076342163,4
1076342165,2
1076342166,2
1076342167,2
1076342168,4
1076342169,3
1076342170,2
1076342171,3
1076342172,2
1076342173,2
1076342174,2
1076342175,2
1076342176,3
1076342178,2
1076342179,2
1076342181,2
1076342247,3
1076342276,5
1076342278,5
1076342280,4
1076342281,4
1076342410,1
1076342526,2
1076342792,3
1076343160,4
1076343161,8
1076343181,1
1076343182,5
1076343184,3
1076343188,3
1076343192,7
1076343202,2
1076343203,5
1076343205,4
1076343206,2
1076343207,4
1076343208,6
1076343209,3
1076343283,9
1076343446,9
1076343450,1
1076343451,3
1076343456,2
1076344012,9
1076344024,6
1076344025,5
1076344027,5
1076344028,5
1076344029,5
1076344030,4
1076344087,8
1076344092,10
1076344093,10
1076346358,1
1076346431,6
1076346432,4
1076346433,5
1076346434,5
1076346435,4
1076346436,3
1076346437,4
1076346438,6
1076346439,8
1076346494,4
1076346506,5
1076346507,1
1076346508,5
1076346529,1
1076346535,9
1076346544,9
1076346545,9
1076346546,9
1076346567,9
1076346581,6
1076346582,8
1076346583,9
1076346672,1
1076346722,9
1076346723,4
1076346724,9
1076346725,9
1076346727,8
1076346730,9
1076346731,9
1076346732,9
1076346735,9
1076346736,7
1076346737,8
1076346738,9
1076346739,8
1076346740,8
1076346741,9
1076346742,5
1076346743,9
1076346745,8
1076346746,9
1076346760,2
1076346831,5
1076346832,5
1076346833,5
1076346834,6
1076346837,2
1076346839,5
1076346841,5
1076346842,6
1076346843,5
1076346844,4
1076346846,5
1076346847,2
1076346852,4
1076347628,3
1076347684,10
1076347685,2
1076347686,9
1076347704,1
1076347736,3
1076347737,3
1076347738,3
1076347739,3
1076347740,3
1076347741,3
1076347759,4
1076347760,9
1076347761,9
1076347762,7
1076347764,10
1076347765,10
1076347766,10
1076347772,4
1076347779,8
1076347780,1
1076347843,8
1076347879,2
1076347979,1
1076347980,2
1076348045,1
1076348418,3
1076348774,6
1076348953,3
1076348995,1
1076349000,2
1076349053,1
1076349809,8
1076349810,8
1076349811,9
1076349875,1
1076349901,1
1076349923,2
1076350021,8
1076350022,8
1076350023,8
1076350024,9
1076350025,9
1076350102,2
1076350285,4
1076350286,5
1076350287,2
1076350289,4
1076350290,4
1076350306,5
1076351637,1
1076351713,2
1076351763,3
1076351764,1
1076351780,1
1076351781,2
1076351819,3
1076351840,5
1076351841,6
1076351842,6
1076351843,4
1076351844,5
1076351845,3
1076351846,2
1076351847,5
1076351855,4
1076351857,6
1076351858,6
1076351860,4
1076352609,1
1076353744,4
1076353982,8
1076353983,8
1076353984,7
1076353985,3
1076353986,7
1076354757,1
1076354775,6
1076354778,4
1076354861,8
1076354862,2
1076355034,5
1076355035,7
1076355036,7
1076355038,8
1076355039,8
1076355040,3
1076355042,7
1076355047,8
1076355048,8
1076355049,8
1076355051,7
1076355052,6
1076355053,7
1076355054,7
1076355056,7
1076355057,7
1076355059,5
1076355060,6
1076355075,8
1076355123,2
1076355141,8
1076355142,9
1076355143,9
1076355144,9
1076355442,5
1076355443,3
1076355444,6
1076355445,6
1076355446,4
1076355447,4
1076355448,6
1076355449,7
1076355536,9
1076355537,9
1076355538,8
1076355539,8
1076355540,9
1076355541,10
1076355586,3
1076355587,6
1076355589,7
1076355609,3
1076355611,2
1076355723,5
1076355724,4
1076355725,4
1076355726,4
1076355727,3
1076355728,4
1076355729,4
1076355845,2
1076356072,1
1076357011,1
1076357485,6
1076357548,9
1076358017,1
1076358028,2
1076358072,6
1076358088,6
1076358153,2
1076358155,3
1076358157,2
1076358158,4
1076358159,3
1076358160,3
1076358161,3
1076358181,5
1076358350,2
1076358356,2
1076358397,6
1076358398,8
1076358399,8
1076358400,8
1076358401,5
1076358402,8
1076358417,5
1076358418,3
1076358420,5
1076358421,5
1076358422,4
1076358424,5
1076358429,4
1076358430,2
1076358431,4
1076358458,4
1076358907,5
1076359033,5
1076359035,9
1076359036,9
1076359037,9
1076359038,8
1076359040,2
1076359041,3
1076359045,5
1076359047,5
1076359232,1
1076359293,6
1076359308,5
1076359310,5
1076359311,5
1076359755,1
1076359757,1
1076359758,1
1076359759,1
1076359761,2
1076359762,2
1076359763,2
1076359764,1
1076360015,1
1076360058,1
1076360059,4
1076360198,2
1076360217,1
1076361085,1
1076361342,2
1076362584,4
1076362681,1
1076362970,3
1076362972,2
1076362973,1
1076362975,2
1076362981,2
1076362982,2
1076362985,3
1076362986,2
1076363021,1
1076363048,4
1076363061,2
1076363063,3
1076363064,2
1076363065,3
1076363276,10
1076363456,9
1076363458,8
1076363459,8
1076363460,7
1076363468,1
1076363862,7
1076363863,8
1076363864,8
1076363865,8
1076363866,6
1076363867,7
1076363868,5
1076363937,1
1076364052,4
1076364277,7
1076364280,7
1076364281,6
1076364300,4
1076364327,8
1076364331,6
1076364332,1
1076364511,3
1076364512,4
1076364513,3
1076364514,3
1076364515,4
1076364516,5
1076364517,2
1076364518,4
1076364519,4
1076364520,4
1076364521,5
1076364522,4
1076364699,9
1076364782,1
1076365054,9
1076365055,8
1076365062,3
1076365064,5
1076365065,9
1076365076,4
1076365077,1
1076365102,5
1076365103,5
1076365104,8
1076365127,6
1076365128,9
1076365167,1
1076365168,2
1076365170,3
1076365171,3
1076365172,3
1076365173,2
1076365175,2
1076365176,3
1076365177,2
1076365178,2
1076365179,4
1076365180,2
1076365181,1
1076365182,3
1076365183,3
1076365186,2
1076365187,2
1076365189,2
1076365620,4
1076365624,8
1076365759,3
1076370650,5
1076373530,7
1076373531,3
1076373569,3
1076373593,5
1076373601,4
1076373635,8
1076373636,9
1076373637,9
1076373638,4
1076373639,6
1076373796,3
1076373798,4
1076373926,8
1076373927,9
1076373928,5
1076373929,9
1076373931,4
1076373934,3
1076373953,4
1076374049,3
1076374054,4
1076374098,6
1076374099,6
1076374100,4
1076374101,3
1076374102,6
1076374140,5
1076374377,2
1076374380,5
1076374381,5
1076375887,1
1076375904,2
1076376238,2
1076376240,3
1076376241,3
1076376650,10
1076376651,6
1076376653,5
1076376654,7
1076376655,5
1076376656,5
1076376657,6
1076376658,1
1076376660,6
1076376661,7
1076376733,5
1076376768,5
1076376769,7
1076376770,6
1076376771,2
1076376772,3
1076376783,7
1076376784,8
1076376833,2
1076376834,3
1076376835,4
1076376836,3
1076377293,1
1076377294,2
1076377339,3
1076377342,4
1076377343,3
1076377495,3
1076377496,4
1076377535,2
1076377537,3
1076377538,3
1076377807,7
1076377808,8
1076378079,1
1076378413,7
1076378414,10
1076378437,5
1076378534,5
1076378535,6
1076378537,5
1076378538,4
1076378544,6
1076378545,7
1076378546,6
1076378547,7
1076378548,6
1076378566,2
1076378567,2
1076378961,1
1076378962,5
1076379287,3
1076379288,7
1076379289,3
1076379290,3
1076379349,1
1076379375,4
1076379377,5
1076379380,6
1076379813,7
1076379815,7
1076379933,1
1076379934,2
1076380080,1
1076380159,3
1076380160,1
1076380161,2
1076380163,3
1076380164,2
1076380165,2
1076380166,2
1076380198,2
1076380248,1
1076380255,6
1076380256,8
1076380257,7
1076380259,8
1076380260,7
1076380274,5
1076380391,1
1076380874,5
1076380875,5
1076380876,1
1076380998,5
1076381884,2
1076382385,5
1076382386,7
1076382388,6
1076382395,1
1076382685,5
1076382686,4
1076382687,3
1076382688,5
1076382689,6
1076382697,5
1076382698,3
1076382700,5
1076383138,3
1076383152,7
1076383153,2
1076383183,6
1076383185,6
1076383186,8
1076383187,8
1076383193,3
1076383194,6
1076383199,4
1076383200,4
1076383201,6
1076383202,4
1076383203,3
1076383840,8
1076383841,5
1076383842,3
1076383844,6
1076383845,6
1076384042,3
1076384140,3
1076384142,3
1076384143,3
1076384144,2
1076384145,3
1076384147,3
1076384150,2
1076384151,4
1076384208,5
1076385066,6
1076385067,8
1076385106,3
1076385108,2
1076385109,3
1076385110,3
1076385111,2
1076385159,1
1076385350,2
1076385389,1
1076385390,2
1076385391,2
1076385392,2
1076385393,3
1076385394,3
1076385395,3
1076385396,2
1076385474,5
1076385719,4
1076386170,3
1076386171,3
1076386172,2
1076386173,3
1076386175,3
1076386177,3
1076386199,4
1076386202,2
1076386253,2
1076386282,6
1076386283,7
1076386284,6
1076386381,2
1076386382,1
1076386383,2
1076386390,3
1076386398,1
1076386448,1
1076386528,5
1076386547,1
1076386598,3
1076386599,3
1076386600,3
1076386601,3
1076386602,2
1076386603,4
1076386604,3
1076386605,4
1076386606,2
1076386607,1
1076386608,3
1076386609,4
1076386736,5
1076386737,5
1076387290,2
1076387590,3
1076387591,4
1076387592,3
1076387594,2
1076387595,4
1076387596,4
1076387597,3
1076387598,3
1076387636,4
1076387637,3
1076387638,3
1076387660,4
1076387764,8
1076387814,6
1076387817,6
1076388345,1
1076388346,1
1076388347,2
1076389083,2
1076389282,2
1076389659,5
1076390156,4
1076390393,1
1076390561,1
1076390974,3
1076390976,3
1076390978,3
1076390979,3
1076390980,4
1076390981,5
1076391050,8
1076391051,8
1076391052,7
1076391053,8
1076391054,6
1076391055,5
1076391057,8
1076391058,2
1076391060,8
1076391061,6
1076391211,9
1076391227,10
1076391228,10
1076391246,3
1076391247,7
1076391248,3
1076391257,7
1076391273,7
1076391274,4
1076391286,8
1076391307,7
1076391309,7
1076391310,10
1076391311,8
1076391313,10
1076391318,10
1076391341,3
1076392348,4
1076392350,3
1076392351,5
1076392353,5
1076392354,5
1076392355,4
1076392356,5
1076392357,4
1076392382,3
1076392383,3
1076392384,2
1076392385,3
1076392396,5
1076392397,1
1076392423,1
1076392439,7
1076392440,7
1076392441,8
1076392442,8
1076392444,7
1076392445,7
1076392446,6
1076392447,4
1076392448,6
1076392580,7
1076392581,7
1076392585,7
1076392586,7
1076392587,6
1076392588,6
1076392589,6
1076392626,10
1076392630,10
1076392631,10
1076392632,10
1076392633,10
1076392635,10
1076392636,10
1076392639,10
1076392646,1
1076392704,1
1076392706,6
1076392714,1
1076392730,8
1076392731,6
1076392732,8
1076392737,1
1076393277,3
1076393338,6
1076393339,4
1076393341,5
1076393342,6
1076393361,1
1076393526,2
1076393535,4
1076393543,7
1076393544,2
1076393561,3
1076393562,3
1076393563,6
1076394229,5
1076394278,1
1076394293,1
1076394312,3
1076394354,5
1076394355,4
1076394356,4
1076394357,4
1076394358,7
1076394361,6
1076394362,6
1076394461,7
1076394539,1
1076394624,1
1076394799,1
1076394841,1
1076395288,1
1076395289,7
1076395290,10
1076395291,9
1076395292,8
1076395293,3
1076401352,5
1076401355,5
1076401357,5
1076401369,5
1076401374,5
1076401527,4
1076401528,7
1076401842,9
1076401843,6
1076401901,4
1076401913,7
1076401914,8
1076401915,9
1076401916,8
1076401918,7
1076401919,4
1076402010,3
1076402247,6
1076402270,3
1076402294,3
1076402308,3
1076402311,10
1076402312,10
1076402351,8
1076402370,5
1076402371,8
1076402372,7
1076402373,9
1076402374,6
1076402375,4
1076402376,7
1076402378,9
1076402379,6
1076402380,10
1076402381,6
1076402382,8
1076402383,6
1076402384,8
1076402940,4
1076402976,4
1076402977,3
1076402979,5
1076402980,3
1076403120,9
1076403122,8
1076403124,9
1076403126,5
1076403127,8
1076403130,9
1076403131,8
1076403132,6
1076403133,9
1076403134,9
1076403135,8
1076403171,1
1076403227,1
1076403287,6
1076403289,6
1076403290,8
1076403291,6
1076403292,3
1076403294,8
1076403296,6
1076403298,6
1076403386,9
1076403398,2
1076403406,7
1076403407,5
1076403425,1
1076403426,4
1076403502,1
1076403510,2
1076403511,2
1076403946,3
1076404085,8
1076404163,8
1076404164,9
1076404165,7
1076404166,6
1076404167,7
1076404168,3
1076404169,7
1076404217,7
1076404218,5
1076404219,5
1076404220,3
1076404568,3
1076404605,8
1076404609,9
1076404610,8
1076404611,9
1076404613,6
1076404614,6
1076405019,1
1076405031,5
1076405033,4
1076405035,2
1076405037,1
1076405169,3
1076405170,1
1076405179,7
1076405180,7
1076405181,6
1076405182,7
1076405184,6
1076405185,6
1076405190,2
1076405382,7
1076405440,1
1076405441,1
1076405445,5
1076405449,1
1076405450,3
1076405451,2
1076405453,3
1076405454,6
1076405455,2
1076405456,2
1076405469,1
1076405511,4
1076405512,8
1076405568,6
1076406535,6
1076406557,6
1076406558,7
1076406559,7
1076406560,8
1076406561,5
1076406564,7
1076406565,4
1076406566,7
1076406567,5
1076406568,7
1076406749,3
1076406750,4
1076406751,3
1076406752,3
1076406753,4
1076406754,4
1076406755,4
1076406757,2
1076406758,3
1076406791,4
1076409311,2
1076409313,5
1076409314,7
1076409315,6
1076409316,6
1076409317,7
1076409318,6
1076409319,3
1076409320,4
1076409321,5
1076409395,3
1076409484,5
1076409519,4
1076409520,6
1076409522,6
1076409523,6
1076409524,5
1076409526,3
1076409527,7
1076409528,6
1076409603,2
1076409619,4
1076409620,4
1076409621,4
1076409633,4
1076409667,7
1076409771,6
1076409785,8
1076409809,1
1076410191,4
1076410192,1
1076410203,2
1076410204,4
1076410205,8
1076410206,8
1076410207,8
1076410218,2
1076410307,4
1076410309,3
1076410310,4
1076410311,3
1076410312,4
1076410314,4
1076410317,3
1076410318,2
1076410337,1
1076410402,3
1076410404,4
1076410405,3
1076410410,4
1076410411,4
1076410412,4
1076410413,5
1076410414,3
1076410725,3
1076411174,3
1076411175,4
1076411176,3
1076411177,3
1076411286,2
1076411423,5
1076411468,2
1076411469,5
1076411470,3
1076411471,6
1076411472,2
1076411473,6
1076411474,4
1076411490,8
1076411491,4
1076411497,3
1076411506,3
1076411507,7
1076411509,7
1076411511,6
1076411512,6
1076411963,7
1076412007,1
1076412141,1
1076412351,2
1076412364,7
1076412474,9
1076412550,1
1076412631,5
1076412632,8
1076413753,6
1076413853,1
1076413862,6
1076413881,6
1076413892,2
1076413921,2
1076413925,4
1076413926,6
1076413937,1
1076413938,6
1076413939,1
1076413941,1
1076413942,5
1076413945,1
1076413949,2
1076414015,4
1076414041,1
1076414794,1
1076414802,2
1076415710,4
1076415715,2
1076415732,2
1076415739,2
1076415776,3
1076415782,6
1076415869,1
1076416065,3
1076416069,5
1076416070,4
1076416109,3
1076416138,7
1076416977,5
1076416978,5
1076416979,3
1076416980,3
1076416981,2
1076417067,1
1076417068,4
1076417069,3
1076417070,6
1076417099,4
1076417102,8
1076417103,5
1076417116,4
1076417366,4
1076417367,9
1076417397,3
1076417422,5
1076417423,4
1076417424,2
1076417434,1
1076417451,3
1076417455,5
1076417475,1
1076417879,5
1076417904,1
1076417905,1
1076417998,1
1076418005,6
1076418053,2
1076418054,2
1076418055,2
1076418056,2
1076418058,1
1076418059,2
1076418078,8
1076418079,4
1076418080,7
1076418081,2
1076418117,9
1076418120,7
1076418121,7
1076418123,9
1076418124,8
1076418125,8
1076418126,9
1076418128,8
1076418129,5
1076418130,3
1076418138,3
1076418140,3
1076418141,3
1076418142,4
1076418146,3
1076418147,3
1076418149,3
1076418151,2
1076418174,8
1076418175,7
1076418177,3
1076418178,6
1076418180,7
1076418188,4
1076418682,7
1076418691,1
1076418717,9
1076418718,7
1076418719,7
1076418720,7
1076418721,5
1076418723,7
1076418724,7
1076418725,7
1076418726,6
1076418727,7
1076418728,8
1076418746,7
1076418747,8
1076418748,8
1076418749,8
1076418751,7
1076418753,8
1076418755,4
1076418757,7
1076418758,7
1076418759,8
1076418779,8
1076418780,8
1076418781,3
1076418782,2
1076418784,7
1076418785,8
1076418787,8
1076418788,7
1076418789,8
1076418791,8
1076418805,9
1076418806,8
1076418807,7
1076418808,8
1076418809,7
1076418814,7
1076418815,5
1076418817,8
1076418833,2
1076418834,9
1076418835,3
1076418836,5
1076418837,6
1076418838,5
1076418839,9
1076418840,9
1076418841,8
1076418842,7
1076418843,7
1076418845,8
1076418846,8
1076418847,7
1076418860,1
1076418861,3
1076418900,5
1076418967,8
1076418971,5
1076418985,9
1076419007,4
1076419008,7
1076419848,3
1076419870,2
1076419871,2
1076419881,2
1076419882,1
1076419915,9
1076419916,9
1076419917,9
1076420097,9
1076420103,5
1076420104,5
1076420203,1
1076420230,3
1076420231,3
1076420235,1
1076420970,1
1076422237,9
1076422253,1
1076422273,4
1076422274,4
1076422371,7
1076422372,6
1076422373,6
1076422374,7
1076422375,6
1076422376,7
1076422377,7
1076422378,7
1076422379,7
1076422380,6
1076423050,1
1076423062,7
1076423063,5
1076423064,5
1076423136,8
1076423138,4
1076423141,5
1076423154,2
1076423155,4
1076423157,5
1076429746,6
1076429836,8
1076429838,9
1076429840,9
1076429841,8
1076429842,9
1076429843,9
1076429844,8
1076429870,7
1076429871,6
1076429872,8
1076429878,6
1076429879,6
1076429880,6
1076429881,7
1076429882,6
1076429892,6
1076429893,6
1076429895,6
1076429896,6
1076429897,7
1076429898,6
1076429899,7
1076430173,7
1076430178,8
1076430179,9
1076430182,9
1076430579,5
1076430584,4
