ID	title	artist_name	artist_id	composers_name	composers_id	release_time
1074254734	Đã Xa Cuộc Tình	Diệu Hiền	42005	Huy Liêu, Nguyễn Long	430572.103604	2017-11-07 23:37:00
1074254736	Khúc Mưa Buồn	Hồ Trung Dũng	1331	Huy Liêu, Thụy Vĩnh	430572.430553	2017-11-07 23:39:00
1074613568	Anh Thì Không	Minh Tuyết	455	Lời Việt Vũ Xuân Hùng	103971	2017-10-01 21:22:00
1074613570	Giọt Nước Mắt Cho Đời	Lương Tùng Quang	876	Lê Quang	100099	2017-10-01 21:22:00
1074613571	Khúc Hát Yên Bình	Lâm Nhật Tiến	213	Nhạc Ngoại Lời Việt, Tường Văn	100103.100006	2017-10-01 21:22:00
1074613574	Ước Gì	Vân Quỳnh	491	Võ Thiện Thanh	100158	2017-10-01 21:22:00
1074626400	Giữa Đôi Mình	Minh Tuyết, Mai Tiến Dũng	455.8179	Hoài An	100133	2017-11-01 18:27:00
1074626616	Viễn Khúc Việt Nam	Dương Triệu Vũ	5072	Hàn Lệ Nhân	102443	2017-10-01 22:07:00
1074627318	Hạ Buồn	Phương Diễm Hạnh	33855	Thanh Sơn	100335	2017-10-01 20:36:00
1075033645	Một Nhà	Da LAB	56067	Da Lab	104359	2017-09-25 17:02:00
1075039455	Cố Yêu Lại Càng Đau	Nhã Loan	52985	Huỳnh Nhật Đông	100715	2017-09-11 17:14:00
1075039568	Mong Gặp Lại Em	Đông Duy	4068	Đông Duy	100885	2017-08-24 00:43:00
1075180851	Ảo Ảnh	Trần Thu Hà	488	Y Vân	100056	2017-11-01 18:49:00
1075182251	Thư Cho Vợ Hiền	Trường Vũ	366	Song Ngọc	100288	2017-10-01 21:33:00
1075196600	Mùa Xuân Của Mẹ	Ngọc Hạ	931	Trịnh Lâm Ngân	100217	2017-09-01 17:10:00
1075317815	Lời Nói Cuối	Triệu Gia Nghĩa	53199	Lý Hào Nam	9092	2017-09-06 00:02:00
1075317816	Miền Trung Ơi	Triệu Gia Nghĩa	53199	Cao Trung	101303	2017-09-06 00:02:00
1075344738	Em Gái Miền Tây	Dương Nguyên Tâm	67458	Minh Vy	100019	2017-10-25 22:42:00
1075344739	Đau Lòng Lý Ngựa Ô	Dương Nguyên Tâm	67458	Minh Vy	100019	2017-10-25 22:42:00
1075349076	Mẹ Ơi Đời Nghệ Sĩ	Dương Nguyên Tâm	67458	Đình Văn	100016	2017-10-25 22:53:00
1075454346	Về Nhà	Khánh Linh	34	Vũ Minh Tâm	102306	2017-11-30 19:46:00
1075467188	Mùa Hoa Trở Lại	Khánh Linh	34	Vũ Minh Tâm	102306	2017-11-30 19:46:00
1075523941	Hoa Trinh Nữ	Hương Ngọc Vân	76200	Trần Thiện Thanh	100119	2017-12-07 00:27:00
1075783976	Hai Vì Sao Lạc	Huỳnh Thật	20087	Anh Việt Thu	100086	2017-11-05 22:35:00
1075783979	Tình Yêu Cách Trở	Huỳnh Thật	20087	Lưu Trần Lê	102370	2017-10-05 23:24:00
1075797528	Tâm Sự Đời Tôi	Diễm Thùy	4163	Thanh Sơn	100335	2018-09-10 22:35:00
1075797529	Người Đi Ngoài Phố	Diễm Thùy	4163	Anh Việt Thu	100086	2018-08-11 01:53:00
1075805244	Mối Tình Đầu	Trương Như Anh	39914	Trương Như Anh	39914	2017-11-23 19:01:00
1075809235	Tình Lúa Duyên Trăng	Nguyễn Phương Trang	77247	Hoài An	63486	2017-08-01 15:39:00
1075809237	Quảng Trị Dòng Sông Thương Nhớ	Hoàng Minh Viễn	107950	Nguyễn Phú Quang	269938	2017-08-01 15:41:00
1075809253	Rap News (Zing Music Space 2016)	PB Nation	63441	PB Nation	63441	2017-08-01 20:45:00
1075810253	Chờ Người Nơi Ấy (The Remix 2017)	S.T 365, Nimbia	53274.189928	Huy Tuấn	17816	2017-09-01 15:42:00
1075810255	Bống Bống Bang Bang (The Remix 2017)	S.T 365, Nimbia	53274.189928	OnlyC	3672	2017-09-01 15:42:00
1075810259	Khúc Xuân Yêu Thương	Nguyễn Ngọc Anh, Tô Minh Đức	2011.9241	Ngọc Duy	189929	2017-09-01 15:54:00
1075810260	Cục Cưng Của Lòng Anh	Trương Bảo Khang	8719	Trương Bảo Khang	8719	2017-09-01 15:54:00
1075810262	Em Sẽ Về Đâu (Beat)	Dương Yến Ngọc	26388	Lương Bằng Quang	362	2017-09-01 15:56:00
1075810265	Put Your Hands Up	Phong Kuro	105515	Phong Kuro	105515	2017-09-01 16:10:00
1075810266	Trở Về Đi (Tỉnh Giấc Tôi Thấy Mình Trong Ai OST)	Chi Pu	32775	Phạm Toàn Thắng	7328	2017-09-01 16:15:00
1075810275	Liên Khúc Đón Xuân Thần Tài Đến	Tạ Hoàng Nguyên	63148	Nhiều Tác Giả	101740	2017-09-01 16:52:00
1075810278	Hương Tình Muộn	Như Quỳnh	551	Trịnh Lâm Ngân	100217	2017-09-01 17:10:00
1075810279	Tôi Đưa Em Sang Sông	Nguyễn Hưng	546	Trịnh Lâm Ngân	100217	2017-09-01 17:10:00
1075810280	Qua Cơn Mê	Tâm Đoan	518	Trịnh Lâm Ngân	100217	2017-09-01 17:10:00
1075810282	Lời Đắng Cho Một Cuôc Tình	Duy Quang	1023	Trịnh Lâm Ngân	100217	2017-09-01 17:10:00
1075810344	Sao Không Thấy Anh Về	Phương Diễm Hạnh	33855	Duy Khánh	10718	2017-09-01 17:32:00
1075810345	Ngàn Năm Tình Vẫn Đẹp	Tâm Đoan	518	Ngân Giang	100334	2017-09-01 17:32:00
1075810346	Con Đê Chung Tình	Phi Nhung	374	Phạm Hoàng Dũng	103758	2017-09-01 17:32:00
1075810347	Chuyện Tình Buồn 100 Năm	Mạnh Quỳnh	451	Song Ngọc	100288	2017-09-01 17:32:00
1075810348	Hồn Trinh Nữ	Như Quỳnh	551	Trịnh Lâm Ngân	100217	2017-09-01 17:32:00
1075810349	Nói Với Người Tình	Đặng Trường Phát	8818	Trúc Sơn, Thăng Long	189864.102321	2017-09-01 17:32:00
1075810350	Xa Cuộc Tình Xưa	Tâm Đoan	518	Đài Phương Trang	100347	2017-09-01 17:32:00
1075810351	LK Duy Khánh	Tường Nguyên, Quang Lê	7365.828	Duy Khánh	10718	2017-09-01 17:32:00
1075810376	Vậy Là Ta Đã Xa Nhau	Nguyễn Phương Trang	77247	Thái Thịnh	100038	2017-09-01 17:50:00
1075810377	My Destiny (Cover)	Nguyễn Phương Trang	77247	Đỗ Hiếu	101573	2017-09-01 17:50:00
1075810378	Ta Đã Từng Yêu (Remix)	Nguyễn Phương Trang	77247	Thái Thịnh	100038	2017-09-01 17:50:00
1075810379	Nửa Vầng Trăng (Remix)	Nguyễn Phương Trang	77247	Nhật Trung	100124	2017-09-01 17:50:00
1075810590	Cánh Thiệp Đầu Xuân (Beat)	Nam Em, Mạnh Quỳnh	72762.451	Minh Kỳ	100134	2017-09-01 22:51:00
1075810591	Cánh Thiệp Đầu Xuân	Nam Em, Mạnh Quỳnh	72762.451	Minh Kỳ	100134	2017-09-01 22:51:00
1075810592	Bà Năm	Đặng Gia Phúc	68737	Vũ Quốc Việt	3331	2017-09-01 22:54:00
1075810593	Bà Năm (Beat)	Đặng Gia Phúc	68737	Vũ Quốc Việt	3331	2017-09-01 22:54:00
1075810597	Em Giờ Đã Khác (Beat)	Thành Đại Siêu	5267	Quang Mẫn	3937	2017-09-01 23:15:00
1075810609	Mẹ Từng Là (Live)	Tia Hải Châu	54262	Tia Hải Châu	54262	2017-09-01 23:36:00
1075810610	Tương Tư Nàng Ca Sĩ	Quốc Đại	716	Kông Thanh Bích	100483	2017-09-01 23:51:00
1075810787	Gần (Cover)	Chiến Lê	32619	Nhạc Hàn	102809	2017-09-02 04:49:00
1075810846	Chắp Cánh Vươn Xa	Hoàng Kỳ Nam	43725	Quốc Cường	10343	2017-10-01 17:35:00
1075810847	Xuân Mang Niềm Vui	Thủy Tiên	494	Thủy Tiên	100308	2017-10-01 17:35:00
1075810848	Chú Rể Không Phải Anh (Beat)	Tào Lữ Phụ	72991	Tào Lữ Phụ	72991	2017-10-01 17:35:00
1075810849	Đừng Đợi Xuân Đến Gần	Lệ Nam	269948	Lương Bằng Quang	362	2017-10-01 17:35:00
1075810867	Hành Trình Chung Một Tấm Lòng	Kim Linh	57537	Vũ Ngọc Toản	102877	2017-10-01 18:19:00
1075810868	Đã Quá Muộn Khi Nhận Ra	Khang Eric	269949	Thế Hùng	100677	2017-10-01 18:21:00
1075810869	Người Thừa Trong Em	Khang Eric	269949	Thế Phong	76182	2017-10-01 18:21:00
1075810870	Vòng Tay Buông Lơi	Khang Eric	269949	Nguyễn Thắng	101539	2017-10-01 18:21:00
1075810871	Giả Vờ Không Yêu	Khang Eric	269949	Nguyễn Thắng	101539	2017-10-01 18:21:00
1075810885	Mùa Xuân Ơi Em Đã Về	Nguyễn Ngọc Anh	2011	Minh Hà	8728	2017-10-01 18:53:00
1075810886	Dưới Cơn Mưa	Tô Minh Đức	9241	Tô Minh Đức, Phạm Hải Âu	9241.101217	2017-10-01 18:53:00
1075810887	Khúc Xuân Yêu Thương (Beat)	Nguyễn Ngọc Anh, Tô Minh Đức	2011.9241	Ngọc Duy	269952	2017-10-01 18:53:00
1075810896	Người Ta Thuờng Nói	Trung Quân Idol	7173	Kai Đinh	44896	2017-10-01 19:46:00
1075810914	Trăng Tàn Trên Hè Phố	Phương Diễm Hạnh	33855	Phạm Thế Mỹ	100354	2017-10-01 20:36:00
1075810915	Chỉ Hai Đứa Mình Thôi Nhé	Phương Diễm Hạnh	33855	Lê Dinh, Anh Bằng	100299.100183	2017-10-01 20:36:00
1075810916	Tình Hậu Phương	Phương Diễm Hạnh	33855	Minh Kỳ	100134	2017-10-01 20:36:00
1075810917	Thu Tím Lá Vàng	Phương Diễm Hạnh	33855	Văn Tùng	102319	2017-10-01 20:36:00
1075810918	Bỏ Phố Lên Rừng	Phương Diễm Hạnh	33855	Châu Kỳ	100139	2017-10-01 20:36:00
1075810919	Buồn Vào Đêm	Phương Diễm Hạnh	33855	Thanh Sơn, Hoài Linh	100335.10031	2017-10-01 20:36:00
1075810921	Từ Khi Vắng Anh	Phương Diễm Hạnh	33855	Dạ Cầm, Thanh Sơn	269960.100335	2017-10-01 20:36:00
1075810937	LK Duy Khánh : Sao Không Thấy Anh Về & Nén Hương Yêu	Trường Vũ, Như Quỳnh	366.551	Various Artists	2086	2017-10-01 20:48:00
1075810939	Tình Thoáng Mong Manh	Phương Diễm Hạnh	33855	Kông Thanh Bích	100483	2017-10-01 20:48:00
1075810941	Xin Dìu Nhau Đến Tình Yêu	Tâm Đoan	518	Đỗ Kim Bảng	100031	2017-10-01 20:48:00
1075810943	Nhớ Về Em	Đặng Trường Phát	8818	Ngọc Sơn	512	2017-10-01 20:48:00
1075810944	Phải Có Em	Kai Đinh	44896	Kai Đinh	44896	2017-10-01 20:55:00
1075810945	Một Mai Em Đi	Lâm Nhật Tiến	213	Trường Sa	100105	2017-10-01 20:58:00
1075810946	Một Lần Xa Bến	Tâm Đoan	518	Trường Sa	100105	2017-10-01 20:58:00
1075810948	Bài Tình Ca Cho Kỹ Niệm	Loan Châu	827	Trường Sa	100105	2017-10-01 20:58:00
1075810952	Một Mai Em Đi	Lâm Nhật Tiến	213	Trường Sa	100105	2017-10-01 20:58:00
1075810953	Một Lần Xa Bến	Tâm Đoan	518	Trường Sa	100105	2017-10-01 20:58:00
1075810954	Hành Trang Giã Từ	Trường Vũ, Như Quỳnh	366.551	Trường Sa	100105	2017-10-01 20:58:00
1075810956	Những Mùa Thu Qua Trên Cuộc Tình Tôi	Trần Thái Hòa	901	Trường Sa	100105	2017-10-01 20:58:00
1075810957	Xin Yêu Nhau Dù Mai Nữa	Lưu Bích	450	Trường Sa	100105	2017-10-01 20:58:00
1075810960	Điều Em Muốn Nói	Võ Hạ Trinh	106369	Nguyễn Công Thành	105882	2017-10-01 21:03:00
1075810961	Sunday Buồn	Bảo Hân, Như Loan	855.513	Quốc Tuấn	9203	2017-10-01 21:10:00
1075810962	Nguyện Cầu Tuyết Rơi Trên Sa Mạc	Như Loan	513	Lê Hựu Hà	4143	2017-10-01 21:10:00
1075810963	Về Với Em	Bảo Hân	855	Thái Hùng	100170	2017-10-01 21:10:00
1075810964	Quên Đi Ngày Tháng	Bảo Hân	855	Trịnh Nam Sơn	6163	2017-10-01 21:10:00
1075810965	Yêu Như Ngày Mới Quen	Như Loan	513	Lê Hựu Hà	4143	2017-10-01 21:10:00
1075810966	Thổn Thức Một Tình Yêu	Bảo Hân	855	Trần Huân	100202	2017-10-01 21:10:00
1075810973	Tiếng Hát Từ Nhịp Tim	Rebecca Quỳnh Giao, Như Loan, Tú Quyên, Loan Châu	107963,513,562,827	Tùng Châu, Nhật Ngân	100739.100218	2017-10-01 21:22:00
1075810974	Sen Hồng Hư Không	Andre	72980	Trần Tiến	3716	2017-10-01 21:22:00
1075810987	Bừng Sáng	Chí Tài, Thế Sơn, Trần Thái Hòa	16737,1868,901	Song Ngọc	100288	2017-10-01 21:33:00
1075810988	Chiều Thương Đô Thị	Phi Nhung	374	Song Ngọc	100288	2017-10-01 21:33:00
1075810989	Giờ Tí Canh Ba	Mạnh Quỳnh, Như Quỳnh	451.551	Song Ngọc	100288	2017-10-01 21:33:00
1075810990	Giờ Tí Canh Ba	Mạnh Quỳnh, Như Quỳnh	451.551	Song Ngọc	100288	2017-10-01 21:33:00
1075810991	Hương Đồng Gió Nội	Bảo Hân, Như Loan, Hương Thủy	855,513,870	Song Ngọc	100288	2017-10-01 21:33:00
1075810992	Hương Đồng Gió Nội	Bảo Hân, Như Loan, Hương Thủy	855,513,870	Song Ngọc	100288	2017-10-01 21:33:00
1075810993	Tình Muộn	Thế Sơn	1868	Song Ngọc	100288	2017-10-01 21:33:00
1075810994	Tình Muộn	Thế Sơn	1868	Song Ngọc	100288	2017-10-01 21:33:00
1075810995	Tình Yêu Như Bóng Mây	Khánh Ly	507	Song Ngọc	100288	2017-10-01 21:33:00
1075810998	Tiễn Đưa	Ý Lan	563	Song Ngọc	100288	2017-10-01 21:33:00
1075810999	Mưa Ướt Mi Buồn	Lưu Bích	450	Song Ngọc	100288	2017-10-01 21:33:00
1075811002	Liên Khúc : Mưa Rừng, Anh Cho Em Mùa Xuân, Đàn Bà	Hợp Ca	29668	Song Ngọc	100288	2017-10-01 21:33:00
1075811092	Ðính Ước	Trường Vũ, Như Quỳnh	366.551	Giao Tiên	100461	2017-10-01 21:54:00
1075811093	Liên Khúc: Chuyện Chúng Mình & Ngày Sau Sẽ Ra Sao	Trung Chỉnh, Hoàng Oanh	189594.1022	Trúc Phương, Văn Tùng	100011.102319	2017-10-01 21:54:00
1075811095	Liên Khúc: Em Là Tất Cả	Trường Vũ, Như Quỳnh	366.551	Various Artists	2086	2017-10-01 21:54:00
1075811098	Vọng Kim Lang & Bậu Ði Theo Người	Phi Nhung	374	Various Artists	2086	2017-10-01 21:54:00
1075811099	Chị Ði Tìm Em	Như Quỳnh	551	Vũ Quốc Việt	3331	2017-10-01 21:54:00
1075811101	Tình Nghèo Có Nhau	Mạnh Quỳnh	451	Đài Phương Trang	100347	2017-10-01 21:54:00
1075811102	Mùa Thu Lá Bay	Phương Diễm Hạnh	33855	Nhạc Ngoại Lời Việt	100103	2017-10-01 21:54:00
1075811149	Sài Gòn Ơi! Vĩnh Biệt	Khánh Hà	28	Nam Lộc	100216	2017-10-01 22:07:00
1075811150	Biết Bao Giờ Trở Lại	Trần Thái Hòa	901	Ngô Thụy Miên	6156	2017-10-01 22:07:00
1075811151	Xin Ðời Một Nụ Cười	Trần Thái Hòa, Thế Sơn, Khánh Ly	901,1868,507	Nam Lộc	100216	2017-10-01 22:07:00
1075811153	Bài Ca Học Trò	Thế Sơn	1868	Phan Ni Tấn	102567	2017-10-01 22:07:00
1075811157	Hải Ngoại Thương Ca	Lệ Thu	1019	Nguyễn Văn Đông	100156	2017-10-01 22:07:00
1075811203	Bài Không Tên Số 7	Thế Sơn	1868	Vũ Thành An	5758	2017-10-01 22:20:00
1075811204	Hãy Khóc Đi Em	Thế Sơn	1868	Trịnh Công Sơn	4546	2017-10-01 22:20:00
1075811207	Một Mùa Đông	Thế Sơn	1868	Nhạc Ngoại Lời Việt	100103	2017-10-01 22:20:00
1075811208	Phiêu Lưu Tình Ái	Thế Sơn	1868	Ngọc Trọng	100104	2017-10-01 22:20:00
1075811209	Tình Khúc Thứ Nhất	Thế Sơn	1868	Vũ Thành An	5758	2017-10-01 22:20:00
1075811210	Yêu Người	Thế Sơn	1868	Nhạc Ngoại Lời Việt, Khúc Lan	100103.100275	2017-10-01 22:20:00
1075811211	Xin Mặt Trời Ngủ Yên	Thế Sơn	1868	Trịnh Công Sơn	4546	2017-10-01 22:20:00
1075811214	Đừng Nhắc Chuyện Lòng	NSƯT Thanh Ngân	7735	Vinh Sử	29881	2017-10-01 22:20:00
1075811215	Về Đâu Mái Tóc Người Thương	NSƯT Thanh Ngân	7735	Hoài Linh	100310	2017-10-01 22:20:00
1075811216	Chuyện Tình Không Dĩ Vãng	NSƯT Thanh Ngân	7735	Tâm Anh	100835	2017-10-01 22:20:00
1075811217	Tựa Cánh Bèo Trôi	NSƯT Thanh Ngân	7735	Hoàng Minh	54973	2017-10-01 22:20:00
1075811219	Ngàn Thu Vĩnh Biệt	NSƯT Thanh Ngân	7735	Thanh Sơn	100335	2017-10-01 22:20:00
1075811220	Đừng Trách Em Tội Nghiệp	NSƯT Thanh Ngân	7735	Giao Tiên	100461	2017-10-01 22:20:00
1075811223	Khi Anh Đã Yêu Em (Beat)	Thiên Dũng	47488	Thiên Dũng	47488	2017-10-01 22:27:00
1075811225	Xin Em Đừng Khóc Vu Quy	Quang Lê	828	Minh Phương	9183	2017-10-01 22:32:00
1075811227	Hận Tha La	Quang Lê	828	Sơn Thảo	102453	2017-10-01 22:32:00
1075811228	Đêm Bơ Vơ	Quang Lê, Như Quỳnh	828.551	Duy Khánh	10718	2017-10-01 22:32:00
1075811229	Tình Em Biển Rộng Sông Dài	Quang Lê	828	Thông Đạt	100022	2017-10-01 22:32:00
1075811231	Vùng Quê Tương Lai	Quang Lê	828	Duy Khánh	10718	2017-10-01 22:32:00
1075811234	Xin Đừng Trách Đa Đa	Quang Lê	828	Võ Đông Điền	100136	2017-10-01 22:32:00
1075811237	Chia Tay Nhưng Vẫn Yêu (Remix) (Beat)	Sinti Quang Tùng	54813	Thái Lan Viên	8843	2017-10-01 22:45:00
1075811240	Chia Tay Nhưng Vẫn Yêu (Remix)	Sinti Quang Tùng	54813	Thái Lan Viên	8843	2017-10-01 22:45:00
1075811242	Ngày Tết Việt Nam	Đăng Nguyên	67306	Hoài An	63486	2017-10-01 22:59:00
1075811243	Tết Miền Tây	Đăng Nguyên	67306	Cao Minh Thu	100384	2017-10-01 22:59:00
1075811244	Mùa Xuân Xa Quê	Đăng Nguyên, Quỳnh Vy	67306.72202	Hà Sơn	102723	2017-10-01 22:59:00
1075811247	Tết Miền Tây	Đăng Nguyên, Tốp Ca	67306.29683	Cao Minh Thu	100384	2017-10-01 22:59:00
1075811258	Sóng Vỡ Tình Tan	Đan Đan, Khánh Đơn	34835.2816	Khánh Đơn	2816	2017-10-01 23:18:00
1075811259	Cô Đơn Mới Tìm Em	Đan Đan	34835	Khánh Đơn	2816	2017-10-01 23:18:00
1075811260	Yêu Anh Là Sai	Đan Đan	34835	Khánh Đơn	2816	2017-10-01 23:18:00
1075811261	Yêu Anh Là Sai (Beat)	Đan Đan	34835	Khánh Đơn	2816	2017-10-01 23:18:00
1075811262	Cô Đơn Mới Tìm Em (Beat)	Đan Đan	34835	Khánh Đơn	2816	2017-10-01 23:18:00
1075811265	Cảm Ơn (We Belong Together)	Đông Nhi	444	Huỳnh Hiền Năng	101893	2017-10-01 23:25:00
1075811266	Sẽ Không Dừng Lại	Miu Lê	4396	Đông Âu, Huỳnh Hiền Năng	101403.101893	2017-10-01 23:56:00
1075811273	Hoa Cỏ Mùa Xuân	Lâm Chu Min	18785	Ngọc Châu	100192	2017-10-02 00:18:00
1075811274	Thì Thầm Mùa Xuân (Beat)	Lâm Chu Min	18785	Ngọc Châu	100192	2017-10-02 00:18:00
1075811277	Tiếng Mưa Buồn	Diễm Sương	13163	Nhạc Ngoại Lời Việt, Khúc Lan	100103.100275	2017-10-02 01:46:00
1075811278	Tình Phụ Tôi	Diễm Sương	13163	Lan Anh	3131	2017-10-02 01:46:00
1075811279	LK Sa Mạc Tình Yêu, Giấc Mơ Sa Mạc	Diễm Sương, Don Hồ	13163.6515	Nhạc Ngoại Lời Việt, Khúc Lan	100103.100275	2017-10-02 01:46:00
1075811280	Dại Dột Mình Em Mang	Diễm Sương	13163	Thái Thịnh	100038	2017-10-02 01:46:00
1075811282	Duyên Phận	Diễm Sương, Anh Khang	13163.2743	Anh Khang	2743	2017-10-02 01:46:00
1075811283	Về Nghe Mưa Hát	Diễm Sương	13163	Châu Đăng Khoa	48022	2017-10-02 01:46:00
1075811284	Mãi Một Mối Tình Đầu	Diễm Sương, Trịnh Lam	13163.229	Tùng Châu, Thái Thịnh	100739.100038	2017-10-02 01:46:00
1075811285	Thời Gian Ta Yêu Nhau	Diễm Sương	13163	Hoàng Nhã	44523	2017-10-02 01:46:00
1075811286	Khói Sương Mong Manh	Diễm Sương, Lương Tùng Quang	13163.876	Châu Đăng Khoa	48022	2017-10-02 01:46:00
1075811315	Gia Đình Của Tôi (My Family)	Lâm Hữu Nghị	63038	Lâm Hữu Nghị	63038	2017-11-01 17:31:00
1075811316	Oh La La	Lâm Hữu Nghị	63038	Bá Đức	269970	2017-11-01 17:31:00
1075811318	Nửa Đời Hương Phấn	Mạnh Quỳnh, Như Quỳnh	451.551	Hà Triều	7703	2017-11-01 17:36:00
1075811319	Xác Pháo Nhà Ai	Như Quỳnh	551	Phượng Linh	101055	2017-11-01 17:36:00
1075811320	Đen Bạc	Trường Vũ	366	Hoàng Hải ((Nhạc sĩ)), Ái Khanh	105902.269969	2017-11-01 17:36:00
1075811323	Tình Lúa Duyên Trăng	Quang Lê, Ngọc Hạ	828.931	Hoài An, Hồ Đình Phương	100133.269971	2017-11-01 17:36:00
1075811324	Tôi Đã Yêu Người	Mạnh Quỳnh	451	Bằng Giang	100037	2017-11-01 17:36:00
1075811325	LK Đêm Vũ Trường & Phận Tơ Tằm	Phương Hồng Quế, Thái Châu	990.1093	Lê Minh Bằng	100341	2017-11-01 17:36:00
1075811332	A Time For Us	Như Loan	513	Nhạc Ngoại Lời Việt, Phạm Duy	100103.100109	2017-11-01 17:49:00
1075811333	Mùa Hè Kỷ Niệm	Như Loan	513	Nhạc Ngoại Lời Việt	100103	2017-11-01 17:49:00
1075811335	Say Nothing To You	Như Loan	513	Nhạc Ngoại Lời Việt	100103	2017-11-01 17:49:00
1075811336	Nỗi Đau Tình Em	Như Loan	513	Vũ Quốc Việt	3331	2017-11-01 17:49:00
1075811338	Tình Lặng Câm	Như Loan	513	Nhạc Ngoại Lời Việt	100103	2017-11-01 17:49:00
1075811339	Đêm Tạ Tình	Như Loan	513	Thái Thịnh	100038	2017-11-01 17:49:00
1075811340	Yêu Anh Dịu Dàng	Như Loan	513	Nhạc Ngoại Lời Việt	100103	2017-11-01 17:49:00
1075811341	Tuyết Rơi Mùa Hè	Lương Tùng Quang	876	Trần Lê Quỳnh	8954	2017-11-01 17:58:00
1075811342	Hãy Thứ Tha Cho Anh	Lương Tùng Quang	876	Hoài An	100133	2017-11-01 17:58:00
1075811343	Đêm Trăng Tình Yêu	Lương Tùng Quang	876	Văn Chung	7542	2017-11-01 17:58:00
1075811344	Đêm Màu Hồng	Lương Tùng Quang	876	Minh Vy	100019	2017-11-01 17:58:00
1075811345	Nhớ Mưa Sài Gòn	Lương Tùng Quang	876	Vĩnh Tâm	3584	2017-11-01 17:58:00
1075811346	Hạnh Phúc Mong Manh	Lương Tùng Quang	876	Nguyễn Nhất Huy	100167	2017-11-01 17:58:00
1075811349	Hoa Và Nước Mắt	Lương Tùng Quang	876	Vũ Quốc Việt	3331	2017-11-01 17:58:00
1075811353	Không Cần Nói	Angela Trâm Anh	34567	Nhạc Ngoại Lời Việt	100103	2017-11-01 18:16:00
1075811354	Người Cho Em Biết Cô Đơn	Hồ Lệ Thu	867	Nhạc Ngoại Lời Việt	100103	2017-11-01 18:16:00
1075811355	My Philosophy	Hollie Thanh Ngọc	781578	Nhạc Ngoại Lời Việt	100103	2017-11-01 18:16:00
1075811356	Đừng Xa Em Nhé	Minh Tuyết	455	Thái Thịnh	100038	2017-11-01 18:16:00
1075811357	Đêm Chia Tay	Lương Tùng Quang, Như Loan	876.513	Thái Thịnh	100038	2017-11-01 18:16:00
1075811360	Những Ngày Nắng Đẹp	Dương Triệu Vũ, Lương Tùng Quang, Adam Hồ, Vân Quỳnh, Angela Trâm Anh, Thanh Ngọc	5072,876,35131,491,34567,53466	Nhạc Ngoại Lời Việt	100103	2017-11-01 18:16:00
1075811362	Khi	Khánh Hà	28	Vũ Tuấn Đức	7832	2017-11-01 18:16:00
1075811364	Chỉ Cần Anh Thôi	Minh Tuyết	455	Hoài An	100133	2017-11-01 18:27:00
1075811367	Chỉ Cần Anh Thôi	Minh Tuyết	455	Hoài An	100133	2017-11-01 18:27:00
1075811368	Người Ở Lại	Minh Tuyết	455	Hoài An	100133	2017-11-01 18:27:00
1075811371	Đừng Hứa Với Em	Thaifoon, Minh Tuyết	269974.455	Huỳnh Nhật Tân	100306	2017-11-01 18:42:00
