config/bagging_fraction,config/bagging_freq,config/boost_from_average,config/boosting_type,config/class_weight,config/colsample_bytree,config/feature_fraction,config/iterations,config/learning_rate,config/max_depth,config/metric,config/min_child_samples,config/min_data_in_leaf,config/num_leaves,config/num_threads,config/objective,config/reg_alpha,config/reg_lambda,config/seed,config/subsample_for_bin,config/tree_learner,config/use_missing,config/verbosity,mean_loss,time_total_s,training_iteration,trial_id
{'gbdt': 0.9956493957665343},{'gbdt': 21},false,"{'boosting_type': 'gbdt', 'subsample': 0.6814681320712427}",balanced,0.8713309328928878,0.15638181228555248,100,0.03431084587546819,-1,root_mean_squared_error,83,6,51,1,regression,0.8649380924640728,0.17529136539748064,99999,8,serial,True,1,1.995304283221626,198.30896425247192,1,322e8874
{'gbdt': 0.9818371962840978},{'gbdt': 20},false,{'boosting_type': 'goss'},,0.7710843800696506,0.05164633417749254,100,0.010941952090066135,-1,root_mean_squared_error,47,13,36,1,regression,0.5569582421104413,0.7118730945169673,99999,3,serial,True,1,2.7220990498906983,148.98752856254578,1,c7251f84
{'gbdt': 0.9866832899152922},{'gbdt': 7},false,"{'boosting_type': 'gbdt', 'subsample': 0.5050825243349188}",balanced,0.795392386841039,0.15357524873987122,100,0.01366344288445898,-1,root_mean_squared_error,88,15,85,1,regression,0.8775647821775023,0.2658986970872927,99999,7,serial,True,1,2.036509568693461,273.7165002822876,1,824efd92
{'gbdt': 0.9591031353513078},{'gbdt': 17},false,"{'boosting_type': 'gbdt', 'subsample': 0.5018650006776629}",balanced,0.9899205531139795,0.11331933790881726,100,0.005534815470475071,-1,root_mean_squared_error,88,16,71,1,regression,0.4742117509701941,0.1379994794121799,99999,8,serial,True,1,2.005407066185507,596.0681958198547,1,980d9ef2
{'gbdt': 0.9779467298190412},{'gbdt': 14},false,"{'boosting_type': 'gbdt', 'subsample': 0.9985988897792409}",balanced,0.7849264658046896,0.13676749327725435,100,0.043060863444062944,-1,root_mean_squared_error,76,15,117,1,regression,0.5951264704340995,0.09166485677896241,99999,5,serial,True,1,2.1181809084003707,208.73284435272217,1,7694ec84
{'gbdt': 0.9873366505033967},{'gbdt': 5},false,{'boosting_type': 'goss'},balanced,0.8326790168476014,0.3851138806290031,100,0.008507125975399793,-1,root_mean_squared_error,16,17,67,1,regression,0.28156425525345574,0.1328820118721312,99999,5,serial,True,1,2.0899326432613234,254.77104210853577,1,60a5cb2c
{'gbdt': 0.9600963949958594},{'gbdt': 7},false,"{'boosting_type': 'gbdt', 'subsample': 0.877075822128399}",balanced,0.8915380515986594,0.05102719748243134,100,0.009731676523760086,-1,root_mean_squared_error,48,17,65,1,regression,0.27911080652912956,0.9877851176122707,99999,2,serial,True,1,2.717784841654697,163.76177072525024,1,7df834fc
{'gbdt': 0.9842864019799237},{'gbdt': 15},false,"{'boosting_type': 'gbdt', 'subsample': 0.9899978434313594}",balanced,0.8464630891374275,0.20272999437907357,100,0.013181453758279732,-1,root_mean_squared_error,75,9,59,1,regression,0.747706216287914,0.5025279132187581,99999,1,serial,True,1,2.8061030318695703,153.16218686103818,1,b6581608
{'gbdt': 0.9718307826237967},{'gbdt': 17},false,{'boosting_type': 'goss'},balanced,0.7793685095956855,0.2982884157139731,100,0.005140234752481428,-1,root_mean_squared_error,88,14,86,1,regression,0.6325967646050124,0.08673870675116853,99999,2,serial,True,1,2.6989535520624037,168.0016384124756,1,02a256fc
{'gbdt': 0.9949526102575228},{'gbdt': 11},false,"{'boosting_type': 'gbdt', 'subsample': 0.7774711544240002}",balanced,0.7085289361488551,0.09225979257187508,100,0.012131325061466976,-1,root_mean_squared_error,87,18,58,1,regression,0.310158606644482,0.6497466518377623,99999,10,serial,True,1,1.9551720020071628,330.98114562034607,1,2b6f56d2
{'gbdt': 0.9798296241046396},{'gbdt': 15},false,{'boosting_type': 'goss'},balanced,0.6017948359789299,0.18550978680561392,100,0.019959047429037587,-1,root_mean_squared_error,27,18,77,1,regression,0.2729514067208857,0.661554299725895,99999,5,serial,True,1,2.118580631393996,220.4184012413025,1,8282e3bc
{'gbdt': 0.9900040431951037},{'gbdt': 1},false,"{'boosting_type': 'gbdt', 'subsample': 0.8883443583978736}",balanced,0.8290629271944879,0.32357324249549524,100,0.0380036779277054,-1,root_mean_squared_error,12,7,136,1,regression,0.9708952811715478,0.7227002496184112,99999,5,serial,True,1,2.07668364020714,191.82894825935364,1,593e4c00
{'gbdt': 0.9947758998960463},{'gbdt': 7},false,{'boosting_type': 'goss'},balanced,0.752240207075639,0.0550430916733461,100,0.005424889322463537,-1,root_mean_squared_error,4,19,55,1,regression,0.5426187439608869,0.7196978184247024,99999,2,serial,True,1,2.725298880741481,152.59996509552005,1,3d0c09da
{'gbdt': 0.9875739825848874},{'gbdt': 20},false,{'boosting_type': 'goss'},balanced,0.7457613950458919,0.116505224371132,100,0.007098942020316586,-1,root_mean_squared_error,52,6,36,1,regression,0.6837646631447142,0.9201111483390408,99999,3,serial,True,1,2.7049090032670997,162.3535680770874,1,57fd3918
{'gbdt': 0.9593875515574491},{'gbdt': 1},false,"{'boosting_type': 'gbdt', 'subsample': 0.8658274132137513}",,0.6601784020120339,0.40708211467252636,100,0.0681769892017624,-1,root_mean_squared_error,6,14,70,1,regression,0.9964206950871851,0.11748191151233389,99999,3,serial,True,1,2.6956680180439543,152.93895411491394,1,8b659b50
{'gbdt': 0.971125849829919},{'gbdt': 12},false,{'boosting_type': 'goss'},balanced,0.9593853313613021,0.30426590186739294,100,0.008351489805249355,-1,root_mean_squared_error,26,14,38,1,regression,0.9854593709506267,0.25424374555608587,99999,4,serial,True,1,2.2811206349593527,260.0551762580872,1,0df760c8
{'gbdt': 0.9891973430944533},{'gbdt': 1},false,"{'boosting_type': 'gbdt', 'subsample': 0.6024177122453951}",balanced,0.9053191762904317,0.059299389705016914,100,0.011111312004754789,-1,root_mean_squared_error,56,19,130,1,regression,0.5392883775706441,0.6264183447954339,99999,6,serial,True,1,2.1618334048005265,536.6749978065492,1,eabca90c
{'gbdt': 0.9979276289097634},{'gbdt': 16},false,"{'boosting_type': 'gbdt', 'subsample': 0.5627170130488599}",balanced,0.6542882956286664,0.3535726243466212,100,0.05544260130067872,-1,root_mean_squared_error,51,7,89,1,regression,0.03528629105039838,0.35982972465262186,99999,12,serial,True,1,1.913380503843514,141.47323131561282,1,2be75c7c
{'gbdt': 0.9739646984798307},{'gbdt': 1},false,"{'boosting_type': 'gbdt', 'subsample': 0.7272795113434823}",balanced,0.9244029629620792,0.12248674288278448,100,0.01149422675737205,-1,root_mean_squared_error,17,8,103,1,regression,0.9878154170798802,0.13182859376414685,99999,7,serial,True,1,2.0476194315474485,387.98640179634094,1,10964ae0
{'gbdt': 0.9846619353350978},{'gbdt': 14},false,"{'boosting_type': 'gbdt', 'subsample': 0.7209849295850159}",balanced,0.7487099014708125,0.09259034252455157,100,0.03256856768802272,-1,root_mean_squared_error,80,14,60,1,regression,0.6257904334984435,0.14217918569250632,99999,5,serial,True,1,2.1642879136694058,260.9186964035034,1,25abe3de
{'gbdt': 0.9691095583817189},{'gbdt': 14},false,{'boosting_type': 'goss'},balanced,0.7207264445900986,0.18736051078670785,100,0.04426045664875774,-1,root_mean_squared_error,95,15,109,1,regression,0.7035745776206292,0.4614640984525807,99999,15,serial,True,1,1.9206281541434544,147.2385399341583,1,180fe100
{'gbdt': 0.9830775401509778},{'gbdt': 15},false,{'boosting_type': 'goss'},balanced,0.6006189823567567,0.07800350772067216,100,0.017617342461123276,-1,root_mean_squared_error,19,18,46,1,regression,0.29042150719228854,0.6359990519726859,99999,2,serial,True,1,2.7133235413545918,150.02073788642886,1,6872196
{'gbdt': 0.9905509639093056},{'gbdt': 12},false,{'boosting_type': 'goss'},balanced,0.8078210087368791,0.3533417187538882,100,0.008871552998211109,-1,root_mean_squared_error,42,14,144,1,regression,0.7234603668581687,0.3311581913977741,99999,1,serial,True,1,2.824275282883812,139.10776853561399,1,c15b4718
{'gbdt': 0.9862228339499644},{'gbdt': 17},false,"{'boosting_type': 'gbdt', 'subsample': 0.7930304941573889}",balanced,0.6069593519025083,0.9963635768231089,100,0.020489360972821797,-1,root_mean_squared_error,74,16,65,1,regression,0.8293674200863839,0.9647702696678502,99999,13,serial,True,1,1.956803699921015,166.6380436420441,1,2b10b938
{'gbdt': 0.9504013981263274},{'gbdt': 23},false,"{'boosting_type': 'gbdt', 'subsample': 0.502930154723256}",balanced,0.8368495051418179,0.06426667752659528,100,0.05336635068235117,-1,root_mean_squared_error,40,7,89,1,regression,0.8222944353878041,0.4402290404366882,99999,13,serial,True,1,1.9404025709209476,176.77128958702087,1,902e1b3a
{'gbdt': 0.9967522003215913},{'gbdt': 4},false,"{'boosting_type': 'gbdt', 'subsample': 0.6842214621498507}",balanced,0.8114772398296622,0.49792915748930544,100,0.017918072068371857,-1,root_mean_squared_error,43,8,148,1,regression,0.7897005016640111,0.7044529358018887,99999,5,serial,True,1,2.0724928516325685,186.30748200416562,1,e4209afe
{'gbdt': 0.9785892234278598},{'gbdt': 18},false,"{'boosting_type': 'gbdt', 'subsample': 0.7681350824673036}",balanced,0.601036027100704,0.852510428280747,100,0.005040727500038397,-1,root_mean_squared_error,72,18,118,1,regression,0.47271291342362004,0.45187548912951075,99999,4,serial,True,1,2.2559625539638035,260.5612750053406,1,a493515a
{'gbdt': 0.9751242151852766},{'gbdt': 3},false,"{'boosting_type': 'gbdt', 'subsample': 0.7873574296906154}",balanced,0.8118181294010504,0.4938344541005269,100,0.0795817636223744,-1,root_mean_squared_error,86,15,100,1,regression,0.6066418184011615,0.3146178106095351,99999,2,serial,True,1,2.700971177584401,147.72534251213077,1,9cf2dc98
{'gbdt': 0.9879595235381836},{'gbdt': 6},false,{'boosting_type': 'goss'},,0.6164395712573822,0.5570627480203152,100,0.007709542906991455,-1,root_mean_squared_error,39,16,89,1,regression,0.0030177248107796095,0.3043715898223824,99999,6,serial,True,1,2.0606742563645506,234.66519808769226,1,4dc5c756
{'gbdt': 0.9808818116312036},{'gbdt': 6},false,"{'boosting_type': 'gbdt', 'subsample': 0.9506511151122232}",balanced,0.70866132964654,0.6239917572752532,100,0.0109442747701152,-1,root_mean_squared_error,19,18,120,1,regression,0.8795858320128633,0.23111712601255502,99999,1,serial,True,1,2.8011400600371195,148.28039813041687,1,b4b85e68
{'gbdt': 0.9977384071775534},{'gbdt': 12},false,"{'boosting_type': 'gbdt', 'subsample': 0.6601754590159117}",balanced,0.6886553272655398,0.3827531773108016,100,0.010472425355612693,-1,root_mean_squared_error,98,17,86,1,regression,0.7320707897048372,0.24895685409361018,99999,4,serial,True,1,2.2581657339403853,253.52832794189453,1,d4a3e0d8
{'gbdt': 0.9997282582156445},{'gbdt': 14},false,"{'boosting_type': 'gbdt', 'subsample': 0.7749333152523884}",balanced,0.813212685063686,0.4892629665813808,100,0.011563547418698656,-1,root_mean_squared_error,17,15,122,1,regression,0.996637833102891,0.3268051094228393,99999,5,serial,True,1,2.079776905013413,246.8420844078064,1,98b982fe
{'gbdt': 0.980412170605829},{'gbdt': 3},false,{'boosting_type': 'goss'},balanced,0.9132722523193233,0.5503682466057029,100,0.0052304063019813175,-1,root_mean_squared_error,38,6,75,1,regression,0.28862523305545484,0.006028161606986179,99999,5,serial,True,1,2.0860543540937018,236.09465551376343,1,469419a0
{'gbdt': 0.9859828137701183},{'gbdt': 8},false,"{'boosting_type': 'gbdt', 'subsample': 0.6980293259005173}",balanced,0.846881931209995,0.9603463171697354,100,0.012534979820483405,-1,root_mean_squared_error,60,14,121,1,regression,0.748623188686458,0.5393214935468911,99999,8,serial,True,1,2.0255813148169284,195.95414066314697,1,16b87060
{'gbdt': 0.9799614241944787},{'gbdt': 20},false,"{'boosting_type': 'gbdt', 'subsample': 0.7139672680438627}",balanced,0.8154555200302959,0.1176903625731332,100,0.02920495110626152,-1,root_mean_squared_error,83,14,133,1,regression,0.635932052114111,0.13182397293353462,99999,5,serial,True,1,2.1264971942576696,285.5779864788056,1,a9c7b7c4
{'gbdt': 0.9530820917034247},{'gbdt': 19},false,{'boosting_type': 'goss'},,0.7365752814954936,0.4912515602217717,100,0.005431353654797737,-1,root_mean_squared_error,21,5,111,1,regression,0.3427729431865179,0.9347378584381293,99999,3,serial,True,1,2.6920289902147485,162.62940955162045,1,784b3204
{'gbdt': 0.994865096473364},{'gbdt': 24},false,"{'boosting_type': 'gbdt', 'subsample': 0.6517812739612461}",,0.8801964242099928,0.054402475767695385,100,0.00828272027557165,-1,root_mean_squared_error,88,11,85,1,regression,0.41885051973992987,0.3770332731250731,99999,3,serial,True,1,2.7190853505430637,156.92746305465695,1,731d3ec6
{'gbdt': 0.9715170972767331},{'gbdt': 12},false,{'boosting_type': 'goss'},balanced,0.6403051018880709,0.6472642921663245,100,0.02741472256174316,-1,root_mean_squared_error,97,13,70,1,regression,0.2644300182058888,0.5916019786516337,99999,6,serial,True,1,2.070665412815396,157.30380725860599,1,061f28de
{'gbdt': 0.9585109267626382},{'gbdt': 18},false,"{'boosting_type': 'gbdt', 'subsample': 0.5975855072884564}",balanced,0.8135144197382762,0.051522277826940965,100,0.005515832668397434,-1,root_mean_squared_error,50,8,73,1,regression,0.6720256414864771,0.7086672562226014,99999,1,serial,True,1,2.8323005930259924,137.79315161705014,1,c046a8dc
{'gbdt': 0.989996259496489},{'gbdt': 14},false,{'boosting_type': 'goss'},balanced,0.7361874546968279,0.9339575610955948,100,0.009470570898850339,-1,root_mean_squared_error,7,6,82,1,regression,0.6836191679361111,0.4913846721021542,99999,8,serial,True,1,2.0192188111448863,193.29251194000244,1,d6cc0d96
{'gbdt': 0.9570456617310713},{'gbdt': 1},false,"{'boosting_type': 'gbdt', 'subsample': 0.6949931132773752}",balanced,0.822366958785804,0.43498125326791287,100,0.055325375177740964,-1,root_mean_squared_error,12,7,89,1,regression,0.9247447401959609,0.15974436450277985,99999,5,serial,True,1,2.079756756030717,157.582040309906,1,2b7bd010
{'gbdt': 0.9905307682521889},{'gbdt': 9},false,{'boosting_type': 'goss'},balanced,0.8049447292835161,0.33936817306815903,100,0.00959342385063385,-1,root_mean_squared_error,58,17,100,1,regression,0.9959036032066979,0.30279853198910245,99999,1,serial,True,1,3.069174666105529,144.2893431186676,1,61632fdc
{'gbdt': 0.982036567827428},{'gbdt': 13},false,"{'boosting_type': 'gbdt', 'subsample': 0.7011570604059179}",balanced,0.8084908080861708,0.11340923739370526,100,0.022991187302005507,-1,root_mean_squared_error,73,14,93,1,regression,0.6203496441706037,0.1409517595171486,99999,5,serial,True,1,2.1257944083451266,318.9766163825989,1,6.9756e+40
{'gbdt': 0.9866880407140227},{'gbdt': 10},false,{'boosting_type': 'goss'},,0.6233659749108582,0.26662869728000094,100,0.02289405732728017,-1,root_mean_squared_error,19,16,115,1,regression,0.6818223167063466,0.3000016317560697,99999,1,serial,True,1,2.806239182097001,133.5615930557251,1,772c4472
{'gbdt': 0.9804098600911563},{'gbdt': 20},false,{'boosting_type': 'goss'},balanced,0.9897572797272435,0.26047668394792284,100,0.0071433274958993655,-1,root_mean_squared_error,36,10,147,1,regression,0.8719228588951706,0.04785488851610222,99999,2,serial,True,1,2.7002882151644045,157.43622589111328,1,6967efce
{'gbdt': 0.9693148021927014},{'gbdt': 5},false,{'boosting_type': 'goss'},balanced,0.996624640713261,0.43801911591987636,100,0.012141588221072731,-1,root_mean_squared_error,47,13,36,1,regression,0.760579853476384,0.29216170811474074,99999,1,serial,True,1,2.839176645444577,136.72280311584473,1,fc5ece3c
{'gbdt': 0.9713669946883591},{'gbdt': 21},false,"{'boosting_type': 'gbdt', 'subsample': 0.8668481676562408}",balanced,0.8712565719200042,0.40453549154363355,100,0.029421072705734137,-1,root_mean_squared_error,97,8,36,1,regression,0.8932090233935432,0.9635945647422139,99999,6,serial,True,1,2.0506019656538106,191.43111562728882,1,851927f8
{'gbdt': 0.9951055659900382},{'gbdt': 23},false,{'boosting_type': 'goss'},,0.8227461746362366,0.26294598919421885,100,0.014478702887219575,-1,root_mean_squared_error,24,16,59,1,regression,0.38739019771716754,0.1111148471479484,99999,4,serial,True,1,2.2859133373589238,214.3643221855164,1,9d93c904
{'gbdt': 0.9633126112218154},{'gbdt': 14},false,{'boosting_type': 'goss'},,0.8384663962220414,0.1718523035476927,100,0.037545580552189074,-1,root_mean_squared_error,55,19,140,1,regression,0.873152254576879,0.17941096516850302,99999,4,serial,True,1,2.3087008739142028,177.1809413433075,1,95ca92fc
{'gbdt': 0.9628603541903366},{'gbdt': 7},false,{'boosting_type': 'goss'},balanced,0.8371980575687897,0.26817414976841963,100,0.024210206061948764,-1,root_mean_squared_error,76,5,122,1,regression,0.48474591091139807,0.8302123634589679,99999,1,serial,True,1,2.8142263610502063,138.9437792301178,1,3f60eb96
{'gbdt': 0.9803332195027643},{'gbdt': 20},false,{'boosting_type': 'goss'},balanced,0.9875434038240086,0.8517799657670911,100,0.006982810698055166,-1,root_mean_squared_error,59,9,131,1,regression,0.8883740953804309,0.6706803313965298,99999,2,serial,True,1,2.699477635885434,150.2745318412781,1,1b6774fc
{'gbdt': 0.9813664781514809},{'gbdt': 20},false,"{'boosting_type': 'gbdt', 'subsample': 0.8527515481987709}",balanced,0.8667723270651857,0.16039642646962893,100,0.027228739521947667,-1,root_mean_squared_error,79,18,93,1,regression,0.9351334228007446,0.46834397401154737,99999,2,serial,True,1,2.701466373218655,164.36263561248782,1,bb130046
{'gbdt': 0.9909265385071363},{'gbdt': 9},false,{'boosting_type': 'goss'},balanced,0.7984666209764435,0.34088842267481845,100,0.009950533980697035,-1,root_mean_squared_error,11,17,132,1,regression,0.9378242670100647,0.3006664532696,99999,1,serial,True,1,3.069043183289587,136.14417672157288,1,c5101432
{'gbdt': 0.9894806564742271},{'gbdt': 10},false,"{'boosting_type': 'gbdt', 'subsample': 0.7743610584128843}",balanced,0.9951188366826328,0.7748299178328489,100,0.013750612714541711,-1,root_mean_squared_error,71,13,93,1,regression,0.881081086831604,0.8102091376658961,99999,1,serial,True,1,2.799095256139116,153.29018688201901,1,dc30a0ea
{'gbdt': 0.9638547964557657},{'gbdt': 7},false,"{'boosting_type': 'gbdt', 'subsample': 0.6328985842633117}",balanced,0.7483147664839372,0.4033917043714444,100,0.011643727062599052,-1,root_mean_squared_error,56,11,120,1,regression,0.2864786931099123,0.34384006366594483,99999,6,serial,True,1,2.0444957029127497,222.75944185256958,1,ebefd722
{'gbdt': 0.9918828996237058},{'gbdt': 12},false,{'boosting_type': 'goss'},balanced,0.760556262648119,0.0606060953319201,100,0.017530699145571642,-1,root_mean_squared_error,85,5,122,1,regression,0.8983662949091206,0.7852398359876828,99999,1,serial,True,1,2.844817493940469,128.88222026824948,1,84a651be
{'gbdt': 0.9913675557121383},{'gbdt': 14},false,"{'boosting_type': 'gbdt', 'subsample': 0.5067295487829179}",balanced,0.7793557626641242,0.1565591987674942,100,0.02172508672632654,-1,root_mean_squared_error,55,15,81,1,regression,0.6654450145906429,0.1778881799409636,99999,2,serial,True,1,2.7015667847124525,183.2213478088379,1,dbf5a998
{'gbdt': 0.9911053160720256},{'gbdt': 7},false,"{'boosting_type': 'gbdt', 'subsample': 0.996081507553494}",balanced,0.8012270927633485,0.42833792701341394,100,0.018256324285983647,-1,root_mean_squared_error,34,11,50,1,regression,0.5101048396468937,0.30263893442190726,99999,4,serial,True,1,2.257179702989168,188.9552571773529,1,14746ad6
{'gbdt': 0.9801797387586756},{'gbdt': 22},false,{'boosting_type': 'goss'},balanced,0.9856979012562093,0.8583771997998948,100,0.006868107428346749,-1,root_mean_squared_error,27,14,107,1,regression,0.5188773503551201,0.6507535064762382,99999,2,serial,True,1,2.6986799871229223,154.94581747055054,1,b7647f04
{'gbdt': 0.9980375631945206},{'gbdt': 9},false,{'boosting_type': 'goss'},balanced,0.8064762745061405,0.16952812555759356,100,0.05142963015847136,-1,root_mean_squared_error,79,14,55,1,regression,0.6807987550433754,0.3107597438833314,99999,2,serial,True,1,2.7015370372646106,140.1458032131195,1,a766d6e0
{'gbdt': 0.9737122858338705},{'gbdt': 1},false,"{'boosting_type': 'gbdt', 'subsample': 0.7430059214288319}",balanced,0.936016021823777,0.5070401634592245,100,0.01164296270652644,-1,root_mean_squared_error,32,8,40,1,regression,0.9606598800666633,0.12873414959771712,99999,1,serial,True,1,2.802415341495822,160.71031403541562,1,da338b2e
{'gbdt': 0.9969345741587016},{'gbdt': 10},false,"{'boosting_type': 'gbdt', 'subsample': 0.8778025179548282}",balanced,0.6042462076231613,0.4159059087114978,100,0.04892027414408636,-1,root_mean_squared_error,68,12,121,1,regression,0.6281172673293998,0.16853540398684574,99999,2,serial,True,1,2.7634719312667757,159.08477997779846,1,c77692b0
{'gbdt': 0.9982959202114094},{'gbdt': 19},false,{'boosting_type': 'goss'},balanced,0.8644765341738947,0.05295600491696717,100,0.01056835015353273,-1,root_mean_squared_error,65,5,148,1,regression,0.08073414581933519,0.0044771992783841814,99999,2,serial,True,1,2.738032305994268,143.827463388443,1,2ee08d5a
{'gbdt': 0.9862468620927443},{'gbdt': 21},false,"{'boosting_type': 'gbdt', 'subsample': 0.6685592119943504}",balanced,0.8490085380277874,0.31153303815706435,100,0.009541338134161838,-1,root_mean_squared_error,54,16,106,1,regression,0.4091625003351652,0.3626022200319972,99999,1,serial,True,1,2.8051479621475783,150.35774350166318,1,0b02d00a
{'gbdt': 0.9871888550628319},{'gbdt': 4},false,"{'boosting_type': 'gbdt', 'subsample': 0.6910993548798217}",balanced,0.9185880460501417,0.35138542025719177,100,0.04317868447915284,-1,root_mean_squared_error,53,14,57,1,regression,0.612409292516121,0.11563154107479998,99999,3,serial,True,1,2.694150887478441,159.58253526687622,1,b88861f4
{'gbdt': 0.9760387043014025},{'gbdt': 20},false,"{'boosting_type': 'gbdt', 'subsample': 0.962511640042292}",balanced,0.9922550890387714,0.3072762201182776,100,0.039718414435289985,-1,root_mean_squared_error,27,14,94,1,regression,0.8890170229289186,0.09671822888966455,99999,5,serial,True,1,2.0872648078372147,178.30009746551514,1,1020803a
{'gbdt': 0.9855736419782005},{'gbdt': 10},false,"{'boosting_type': 'gbdt', 'subsample': 0.9651707211193777}",balanced,0.8822060736858428,0.4194783808364689,100,0.005088753402896689,-1,root_mean_squared_error,24,14,87,1,regression,0.7301468295305945,0.6666362704467261,99999,2,serial,True,1,2.6982624999949025,242.97051215171814,1,4eb8241c
{'gbdt': 0.9973422735610756},{'gbdt': 12},false,"{'boosting_type': 'gbdt', 'subsample': 0.6628277115267573}",balanced,0.8396945955962933,0.6176620297365552,100,0.01389905605627328,-1,root_mean_squared_error,50,16,116,1,regression,0.9671595153033083,0.36598960105012046,99999,9,serial,True,1,1.9846735157878823,206.7448928356171,1,85fa73cc
